rank,status,prefix,markets,sides,qualified,live_skipped,n,median_ypd,median_spd,median_share_pct,median_touch,median_est_day,best,last_ts
116,ranked,tsc-epl,94,188,113,0,80,0.0001,0.003,0.117,528.0,0.0,"[{'market': 'tsc-epl-sun-ars-2026-09-12-fh-3pt5', 'side': 'SELL', 'ypd': 1.0907, 'share_pct': 99.01, 'touch': 0.0, 'px': 0.04, 'est_day': 0.0436, 'ts': 1788954686.3}, {'market': 'tsc-epl-sun-ars-2026-09-12-fh-2pt5', 'side': 'SELL', 'ypd': 0.4365, 'share_pct': 49.997, 'touch': 1.0, 'px': 0.05, 'est_day': 0.0218, 'ts': 1789002804.7}, {'market': 'tsc-epl-cry-ips-2026-09-12-fh-3pt5', 'side': 'SELL', 'ypd': 0.3147, 'share_pct': 28.566, 'touch': 1.0, 'px': 0.04, 'est_day': 0.0126, 'ts': 1788926016.5}, {'market': 'tsc-epl-ast-not-2026-09-12-sh-2pt5', 'side': 'SELL', 'ypd': 0.1699, 'share_pct': 50.0, 'touch': 1.0, 'px': 0.13, 'est_day': 0.0221, 'ts': 1788849626.3}, {'market': 'tsc-epl-ips-liv-2026-09-04-fh-2pt5', 'side': 'SELL', 'ypd': 0.1592, 'share_pct': 86.84, 'touch': 0.1, 'px': 0.3, 'est_day': 0.0477, 'ts': 1788274208.3}]",1789002804.7
,still sampling,aqc-lgscup,13,26,5,0,5,0.0003,0.012,0.036,2745.0,0.0,"[{'market': 'aqc-lgscup-2026-09-06-finalq-clb', 'side': 'BUY', 'ypd': 0.0006, 'share_pct': 0.022, 'touch': 4519.0, 'px': 0.01, 'est_day': 0.0, 'ts': 1788275528.3}, {'market': 'aqc-lgscup-2026-09-06-finalq-chi', 'side': 'SELL', 'ypd': 0.0003, 'share_pct': 0.037, 'touch': 2694.4, 'px': 0.03, 'est_day': 0.0, 'ts': 1788278050.5}]",1788278050.5
,still sampling,lawec-saveact,1,2,1,0,1,0.0089,0.011,0.121,293.0,0.001,"[{'market': 'lawec-saveact-2026-12-31', 'side': 'SELL', 'ypd': 0.0089, 'share_pct': 0.121, 'touch': 293.2, 'px': 0.11, 'est_day': 0.001, 'ts': 1788699030.0}]",1788699030.0
,still sampling,astatc-cfb-akron-wake,67,134,5,0,0,0.0,0.008,0.068,137.0,0.3383,[],1788208897.4
,still sampling,astatc-cfb-albny-buf,67,134,4,0,0,0.0,0.017,0.068,121.0,0.3419,[],1788208897.4
,still sampling,astatc-cfb-bcook-ucf,67,134,9,0,0,0.0,0.008,0.068,136.0,0.3384,[],1788208897.4
,still sampling,astatc-cfb-col-gtech,67,134,60,0,0,0.0,0.047,1.37,72.0,6.8493,[],1788208897.4
,still sampling,astatc-cfb-eill-minnst,67,134,21,0,0,0.0,0.03,0.169,104.0,0.8432,[],1788208897.4
,still sampling,astatc-cfb-merri-del,67,134,4,0,0,0.0,0.017,0.068,136.0,0.3384,[],1788208897.4
,still sampling,astatc-cfb-uab-ill,66,132,18,0,0,0.0,0.03,0.068,120.0,0.3422,[],1788208837.4
,still sampling,astatc-cfb-umass-rutger,66,132,1,0,0,0.0,0.008,0.04,2521.0,0.1983,[],1788208837.4
,still sampling,astatc-cfb-uwg-kenest,66,132,8,0,0,0.0,0.017,0.068,120.0,0.3422,[],1788208837.4
,still sampling,aec-cs2-hotu-color,2,4,2,0,0,0.0,0.001,0.007,15100.0,0.0033,[],1788210120.4
,still sampling,aec-cs2-ica-ent,2,4,2,0,0,0.0,0.002,0.007,15100.0,0.0033,[],1788210120.4
,still sampling,aec-cs2-vp-wba,2,4,2,0,0,0.0,0.002,0.006,15600.0,0.0032,[],1788210120.4
,still sampling,astatc-mlb-ath-tex,2,4,3,0,0,0.0,0.001,0.02,5030.0,0.0745,[],1788210180.4
,still sampling,astatc-mlb-det-min,2,4,3,0,0,0.0,0.001,0.02,5030.0,0.0745,[],1788210180.4
,still sampling,cli/weather/tc,0,0,0,233,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,cry/coin/cpc,0,0,0,473,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,mac/growth/gdpc,0,0,0,415,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/netpol/mlaec,0,0,0,153,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/ukpol/apdc,0,0,0,32,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/uscongress/enwc,0,0,0,357,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/uscongress/ussewc,0,0,0,355,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/uscongress/vmc,0,0,0,339,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/uspres/enwc,0,0,0,351,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/uspres/ewc,0,0,0,351,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/usstate/usgovcc,0,0,0,349,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/usstate/usgubewc,0,0,0,349,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,pol/usstate/vmc,0,0,0,285,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,sci/disease/dccc,0,0,0,398,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,sci/disease/pandc,0,0,0,398,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/baseball/aachc,0,0,0,431,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/baseball/aqc,0,0,0,431,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/basketball/pntcbk,0,0,0,426,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/darts/tec,0,0,0,409,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/soccer/aachc,0,0,0,319,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/soccer/aqc,0,0,0,201,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/soccer/arankc,0,0,0,319,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/soccer/pntcs,0,0,0,134,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/tennis/aqc,0,0,0,322,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/tennis/arankc,0,0,0,408,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/tennis/astatc,0,0,0,113,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/tennis/tec,0,0,0,393,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,tsc-atp-quehal-facaco,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,ccrc-ntflx-1movus,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,ccrc-ntflx-1shwglbl,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-atp-sebofn-edabut,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,spr/combat/aachc,0,0,0,354,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-itfwo-anamon-jimgon,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,ccrc-ntflx-1movglbl,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-itfwo-mayaikgyelee-nahberamamon,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,ccrc-bilbrd-1song,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,asc-atp-danswe-cormou,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,tsc-wta-thefro-eleryb,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-wta-thefro-eleryb,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,ccrc-bilbrd-1album,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,ccrc-ntflx-1shwus,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-atp-fracom-flacob,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-setkameua-yurart-levana,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,asc-atp-matbel-zsopir,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-cs2-mzp-pcific,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,astatc-lol-ucam-bar,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-setkameua-lifand-elfiva,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-itfme-vukkrsmarsav-abhchuprachu,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,asc-wta-mirand-jantje,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,asc-wta-madkey-alikor,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,astatc-atp-tayfri-darbla,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-wta-mirand-jantje,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,rdc-boi,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-itfwo-ticcos-sarnun,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,tsc-atp-filmis-fracer,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-cs2-pcy-mne,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-itfwo-kolallsableo-chefonstevis,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,tsc-wta-yulsta-ellsei,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-wta-madkey-alikor,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-atp-rember-jerkym,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,astatc-cs2-1win-inox,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-setkameua-badmak-chuhser,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,asc-atp-fracom-flacob,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-setkameua-hraand-shmyur,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,astatc-atp-danswe-cormou,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-setkameua-cheiur-sydand,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,asc-atp-rafjod-thakok,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
,still sampling,aec-dota2-z10-tsa,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],0.0
